added,agentCpid,area,assetType,budget_from,budget_to,configuration,lastModified,marketValue,propertyName,requirementDetails,requirementId,status
2025-03-13,CPA742,0,apartment,,,2 BHK,1741872271,Market Value,Vasantnagar surroundings ,2 bhk non vegetarian for a family and covered car parking budget 30k to 40k,RQA299,Pending
2025-03-12,CPB128,1800,apartment,,,3 BHK,1741794858,Market Value,"Sanjaynagar, r t nagar, malleshwaram",3 bhk 3 units ,RQA300,Pending
2025-03-14,CPA067,0,commercial building,3,4,Commercial Building,1741938113,,BTM Layout,PG Rental Building ,RQA301,Pending
2025-03-16,CPA025,0,apartment,,,3 BHK,1742111434,Market Value,brigade orcards juniper ,juniper tower ,RQA302,Pending
2025-03-16,CPA025,0,plot,,,,1742111434,Market Value,bellandur ,1200 sq ft near to bellandur 7km ,RQA303,Pending
2025-03-16,CPA025,0,apartment,,,3 BHK,1742111434,Market Value,hoodi ,3bhk or 2bhk 1400 sq ft near to metro ,RQA304,Pending
2025-03-19,CPB143,1200,independent building,,,3BHK,1742376385,Market Value,Individual House ,"1200 sqft Land Area with House 
banaswadi near new baldwin school ",RQA305,Pending
2025-03-20,CPA932,1700,apartment,,,3 BHK,1742459980,Market Value,Hebbal,required 3 BHK ready to move in budget of 2.25 Cr apron ,RQA306,Pending
2025-03-23,INT001,1400,apartment,,,3 BHK,1742706333,Market Value,South Banglore,,RQA307,Pending
2025-03-23,CPB022,2500,apartment,,,4 BHK,1742708588,Market Value,L&T RAINTREE BOULEVARD,4 BHK,RQA308,Pending
2025-03-24,CPA696,0,villa,5,8,4BHK,1742802682,,Varthur road,Villa,RQA309,Pending
2025-03-24,CPB157,0,apartment,4,6,3 BHK,1742828715,,Cubbon park or lavelle road,"
",RQA310,Pending
2025-03-25,CPB151,0,apartment,,,1 BHK,1742889339,Market Value,Bhartiya Leela Residences,1BHK,RQA311,Pending
2025-03-25,CPA636,3000,apartment,,,3 BHK,1742890537,Market Value,godrej platinum hebbal,3 BHK  around 2800-3000  Sq ft Apartment in Godrej Platinum Hebbal,RQA312,Pending
2025-03-25,CPA636,3300,apartment,,,4 BHK,1742890537,Market Value,MAIA Pelican Grove,purchase requirement 4 BHK + Extra Room 3300 Sqft MAIA Pelican Grove,RQA313,Pending
2025-03-25,CPA636,3300,apartment,,,4 BHK,1742890537,Market Value,SNN Clermont Hebbal,4 bhk 3300 to 3900 sq ft ,RQA314,Pending
2025-03-25,CPA053,0,apartment,1.5,1.6,3 BHK,1742904298,,Varthur Road,3 BhK ,RQA315,Pending
2025-03-25,CPB165,1000,plot,1,2,,1742920096,,Vidyaranyapura ,,RQA316,Pending
2025-03-26,CPA154,1000,apartment,,,2 BHK,1742974720,Market Value,North Bengaluru,"2bhk in range of 60-75 Lakhs near Bharitya City and Manyata Tech Park, not towards Devanahalli. Not looking for any big societies just a B grade builders with basic Aminities, resale or new both is okay. ",RQA317,Pending
2025-03-26,CPB135,0,apartment,0,4,4 BHK,1742971673,,Prestige Falcon City,3.5 BHK or 4 BHK in Prestige Falcon City Higher Floors required,RQA318,Pending
2025-03-24,CPB135,2000,independent building,,,4BHK,1742821196,Market Value,Jp nagar,looking for a day care school 2000sqft area independent house in jp nagar budget upto 80k,RQA319,Pending
2025-03-24,CPB135,1200,commercial building,,,Commercial Building,1742821196,Market Value,Jp nagar near to metro station 15 seaters office space,Jp nagar near to metro station 15 seaters office space budget 50-60k,RQA320,Pending
2025-03-24,CPB135,1840,apartment,,,3 BHK,1742821196,Market Value,Prestige notting hill,3bhk 3 bathroom 1840sqft ,RQA321,Pending
2025-03-27,CPB175,3000,villa,,,3BHK,1743067724,Market Value,Total Environment After The Rain,3 BHK,RQA322,Pending
2025-03-28,CPB120,1200,apartment,0.4,0.48,2 BHK,1743169256,,Hennur ,"2BHK Flat, or Individual Land",RQA323,Pending
2025-03-29,CPB165,5000,plot,3,3.5,,1743244421,,Jade Garden  Sadana halli ,Client is Looking for Site in Jade Garden clear dimension site ,RQA324,Pending
2025-03-31,CPA738,3000,apartment,,,4 BHK,1743425356,Market Value,"RMZ Latitude, Brigade Caladium, Godrej Platinum",Looking for 4 BHK,RQA325,Pending
2025-04-02,CPA388,1600,apartment,1,2,3 BHK,1743573002,,birla tisya ,3bhk ,RQA326,Closed
2025-04-01,CPA102,0,commercial building,9,15,,1743512637,,HSR Layout,Office Space or Commercial Plot in HSR Layout,RQA327,Pending
2025-04-02,CPA256,3100,apartment,,,4 BHK,1743600283,Market Value,Divyasree 77 ,"4bhk, 4 washrooms- flat",RQA328,Pending
2025-04-03,CPB183,0,apartment,,,2 BHK,1743672025,Market Value,east bangalore,,RQA329,Pending
2025-04-03,CPB187,0,apartment,0.5,0.7,2 BHK,1743666087,,Banneragatta Road,"Unfurnished Flat /Top floor
Location : Bannerghatta/Touching Bannerghatta national park
Elevated green place without water logging, water shortage. 
Apartment of 25 - 50 flats/10- 14 floors/with amenities covered terrace/ Security/Power backup/Car park are required. 

Club house/ Swimming pool/Jacuzzi/play area/Garden etc. are not  required.",RQA330,Pending
2025-04-04,CPA067,0,villa,,,4BHK,1743774195,Market Value,Sobha Lifestyle,Plot area 5000sqft,RQA331,Pending
2025-04-05,CPA202,0,apartment,,,3 BHK,1743814966,Market Value,Brigade gateway,3bhk required ,RQA332,Pending
2025-04-05,CPA016,1642,apartment,2.8,2.89,3 BHK,1743833718,,Svamitva souls spring ,"3bhk , Vastu complaint unit mid floors ",RQA333,Pending
2025-04-05,CPB197,0,independent building,5,6,4BHK,1743836742,,Jay nagar or jp nagar,He is looking for 3bhk or 4bhk. Budget -6cr,RQA334,Pending
2025-04-06,CPB205,0,apartment,,,1 BHK,1743950153,Market Value,Test Property,,RQA335,Pending
2025-04-07,CPA084,0,apartment,,,2 BHK,1744017784,Market Value,Akme ballet/ rohan jharoka ,Requirement for a 2 BHK in rohan jharoka/akme ballet urgently ,RQA336,Pending
2025-04-07,CPB210,1006,apartment,1.45,1.5,,1744035847,,Sobha Dream Gardens ,"Need buyer for 2BHk in SDG
",RQA337,Pending
2025-04-07,CPB210,1793,apartment,1.75,1.85,,1744035847,,Asset Aura,"3BHK , 1793 sft with 80% carpet area and complete interior’s for sale in Gunjur ",RQA338,Pending
2025-04-07,CPB210,1817,apartment,3.25,3.4,3 BHK,1744035847,,Sobha Windsor ,"Ready to move-in 3BHk , 1817 sqft , East facing door on 14th floor with 2 car parks available for sale. ",RQA339,Pending
2024-12-03,CPA503,0,Apartment,,,2 bhk,0,Market Value,Renaissance park,,RQB001,
2024-12-03,CPA496,0,Indipendent Building,2,2,3 bhk,0,,Shakar Nagar,,RQB002,
2024-12-03,CPA105,0,Apartment,2.5,2.8,3 bhk,0,,Prestige ivy terrace,,RQB003,
2024-12-03,CPA105,0,Apartment,2.5,2.8,3 bhk,0,,prestige jate pavalion,,RQB004,
2024-12-03,CPA105,0,Apartment,2.5,2.8,3 bhk,0,,Assetz east point,,RQB005,
2024-12-04,CPA100,0,Apartment,,,4 BHK,0,Market Value,Shriram Southern Crest,,RQB006,
2024-12-04,CPA100,0,Apartment,,,4 BHK,0,Market Value,Prestige Falcon City,,RQB007,
2024-12-04,CPA438,0,Apartment,,,3 BHK,0,Market Value,Adarsh Stratus,,RQB008,
2024-12-04,CPA438,0,Apartment,,,3 BHK,0,Market Value,Total Environment: learning to Fly,,RQB009,
2024-12-04,CPA438,0,Apartment,,,3 BHK,0,Market Value,DNR Reflection,,RQB010,
2024-12-04,CPA481,0,Apartment,4,4,3 BHK,0,,Brigade Exotica,,RQB011,
2024-12-04,CPA502,1500,Apartment,1.8,1.8,3 BHK,0,,Prestige City,10-20 Floor,RQB012,
2024-12-04,CPA496,0,Indipendent Building,2,2,,0,,Independent House in Sahakar Nagar,,RQB013,
2024-12-04,CPA413,0,Apartment,1.4,1.5,2 BHK,0,,Prestige Misty Water,,RQB014,
2024-12-05,CPA082,0,Apartment,,,1 BHK,0,Market Value,Raheja Viveria,either phase 1 or 2,RQB019,
2024-12-05,CPA100,0,Apartment,,,4 BHK,0,Market Value,Shriram Southern Cres,,RQB020,
2024-12-05,CPA100,0,Apartment,,,4 BHk,0,Market Value,Prestige Falcon City,,RQB021,
2024-12-05,CPA413,0,Apartment,1.4,1.5,2 BHK,0,,Prestige Misty water,,RQB022,
2024-12-05,CPA002,0,Apartment,2.5,2.5,3 BHK,0,,Brigade lakefront ,,RQB023,
2024-12-05,CPA113,1500,Apartment,2,2,3 BHK,0,,Brigade laguna,Brigade laguna 3bhk 1500-1600 sqft  2cr,RQB024,
2024-12-05,CPA113,0,Apartment,2,2,,0,,Adarsh crest  ,Higher Floors,RQB025,
2024-12-05,CPA113,0,Row House,,,,0,Market Value,Sobha victoria park row house,Sobha victoria park row house requirements,RQB026,
2024-12-05,CPA082,0,Apartment,,,1 BHK,0,Market Value,Raheja viveria,client is looking for 1 bhk in Raheja viveria....either in phase 1 or 2 will do...,RQB027,
2024-12-05,CPA622,0,Apartment,,,3 BHK,0,Market Value,Pretige Green Gable,,RQB029,
2024-12-05,CPA622,0,Apartment,,,3 BHK,0,Market Value,Soul Space Arista,,RQB030,
2024-12-07,CPA055,0,Indipendent Building,,,,0,Market Value,koramangaa,"7000 -10000 sqft, 25ft road",RQB031,
2024-12-07,CPA415,0,Apartment,2.5,2.5,3 BHK,0,,CV Raman area,,RQB032,
2024-12-08,CPA274,0,Apartment,1.4,1.4,3 BHK,0,,Bannerghatta rd,,RQB033,
2024-12-08,CPA274,0,Apartment,1.5,1.5,3 BHK,0,,JP Nagar,,RQB034,
2024-12-08,CPA274,0,Apartment,1.5,1.5,3 BHK,0,,Akshay Nagar,,RQB035,
2024-12-09,CPA506,0,Villa,2.5,2.5,3 BHK,0,,Sobha Emerald,,RQB036,
2024-12-09,CPA496,0,Villa,2.3,2.3,3 BHk,0,,Sobha Emerald,Phase 1 in Jakkur,RQB037,
2024-12-09,CPA103,0,Indipendent Building,2.5,2.6,3 BHk,0,,JP Nagar,"3 bhk for owner stay should be there
And rest individual floors - for rental income
",RQB038,
2024-12-09,CPA103,0,Indipendent Building,2.5,2.6,,0,,Madiwala,"3 bhk for owner stay should be there
And rest individual floors - for rental income
",RQB039,
2024-12-09,CPA103,0,Indipendent Building,2.5,2.6,,0,,Bommanalli,"3 bhk for owner stay should be there
And rest individual floors - for rental income
",RQB040,
2024-12-09,CPA103,0,Commercial Property,,,,0,Market Value,JP Nagar,"5th phase or 6th phase
   Near to bar and restaurants lane
Upto 40k/sq.ft also fine",RQB041,
2024-12-09,CPA274,0,Apartment,,,4 BHK,0,Market Value,Sobha Royal Pavillion,4 BHK Inside Facing,RQB042,
2024-12-09,CPA113,0,Apartment,1.65,1.65,3 BHK,0,,Century Breez,Century breeze airport Road 3bhk 1.65 cr,RQB043,
2024-12-09,CPA577,0,Apartment,,,3 BHK,0,Market Value,Assetz Canvas & Cove,3bhk. 1000-1100 Carpet area required. No ground floor. Please let me know,RQB044,
2024-12-09,CPA577,0,Apartment,,,3 BHK,0,Market Value,Prestige Song of South,3bhk. 1000-1100 Carpet area required. No ground floor. Please let me know,RQB045,
2024-12-09,CPA071,0,Apartment,1.8,1.8,3 BHK,0,,Malleshwaram,"3 bhk apartment in Malleshwaram Old apartments are fine, should have a lift. Facing - except south any facing Budget - max 1.8 cr",RQB046,
2024-12-09,CPA071,2400,Plot,1.8,1.8,,0,,Brigade Neem Groove,"60x40 plot at Brigade Neem Groove in Brigade Orchards, Devanahalli.",RQB047,
2024-12-09,INT006,0,Apartment,15,15,4 BHK,0,,Peninsula heights,3 or 4 BHK upto 15 cr,RQB048,
2024-12-10,CPA125,0,Apartment,,,3 BHK,0,Market Value,Prestige Sunrise Park,"3 BHK in Prestige sunrise park , electronic city , as per marke",RQB049,
2024-12-10,INT001,0,Apartment,,,3 BHK,0,Market Value,Electronic City,,RQB050,
2024-12-10,CPA537,0,Apartment,,,3 BHK,0,Market Value,Bollineni Silas,,RQB051,
2024-12-10,CPA082,0,Apartment,,,4 BHK,0,Market Value,Prestige Shantiniethan,"4 BHK , higher foor",RQB052,
2024-12-11,CPA603,0,Apartment,,,3 BHK,0,Market Value,Sumadhura Folium,,RQB053,
2024-12-11,CPA003,0,Apartment,,,3 BHK,0,Market Value,Chatanya Samarth,,RQB054,
2024-12-11,CPA413,0,Apartment,,,2.5 BHK,0,Market Value,Nikoo Homes 2,,RQB056,
2024-12-11,CPA413,0,Apartment,,,2.5 BHK,0,Market Value,Nikoo Homes 4,,RQB057,
2024-12-11,CPA026,0,Apartment,,,3 BHK,0,Market Value,Tata Promont ,,RQB058,
2024-12-11,CPA595,0,Apartment,3,4,3 BHK,0,,JRC Palladio,,RQB059,
2024-12-11,CPA595,0,Apartment,4,4,3 BHK,0,,SNN Clermont,,RQB060,
2024-12-11,CPA036,0,Apartment,,,3.5 BHK,0,Market Value,L&T Raintree Boulevard,,RQB061,
2024-12-11,CPA036,2500,Plot,,,,0,Market Value,Plot Before Airprot toll,Plots 2000 to 2400 Sft Before Airport toll North or East facing .,RQB062,
2024-12-11,CPA036,0,Apartment,1.2,1.3,2 BHK,0,,Nikoo 2,,RQB063,
2024-12-11,CPA481,0,Apartment,5,5,,0,,Prestige Woodside,,RQB064,
2024-12-11,CPA125,0,Apartment,,,3 BHK,0,Market Value,Prestige sunrise park,,RQB065,
2024-12-12,CPA136,0,Villa,2,2,,0,,marathalli,"Independent building, or villa
Near balagere road, varthur, gunjur Marathahalli locality",RQB067,
2024-12-12,CPA010,0,Apartment,2,2,,0,,Prestige Song of South,,RQB068,
2024-12-17,CPA379,2500,Apartment,4,4,,0,,Mantri Espana,2500 plus sqft at mantri Espana or sobha projects at bellandur 4 cr budget,RQB070,
2024-12-19,CPA632,6000,Plot,,,,0,Market Value,Sarjapur,Let me know in 6K price also .,RQB071,
2024-12-19,CPA379,2200,Apartment,4,4,3 BHK,0,,Sarjapur,"3bhk Appartment near Sarjapur, Bannerghatta 2200+Or 3 plus servent or study ",RQB072,
2024-12-19,CPA496,0,Indipendent Building,1.6,1.6,,0,,  RR Nagar,,RQB073,
2024-12-20,CPA413,0,Villa,7.5,7.5,,0,,Prestige Ozone,Type A villa,RQB074,
2024-12-21,CPA632,0,Apartment,2.5,2.5,4 BHK,0,,North,"North Bengaluru 
4BHK, 4.5 BHK and 2.5cr budget",RQB076,
2024-12-23,CPA576,0,Apartment,,,3 BHK,0,Market Value,Arvind oasis,My client is looking 3bhk in Arvind oasis to buy she wants upar floor North or East facing ,RQB077,
2024-12-23,CPA603,1200,Apartment,,,2 BHK,0,Market Value,prestige lakeside habitat,"2 bhk 1200sqft+
nort and east facing
5+ floor anything available",RQB081,
2024-12-23,CPA103,0,Apartment,.60,.65,2 BHK,0,,"Padmanabhanagar, RR nagar, Hoskerehalli ","Required gud 2bhk flats in following area in budget 60-65L max :
Padmanabhanagar
RR nagar 
Hoskerehalli 
South Bangalore",RQB083,
2024-12-23,CPA632,0,Apartment,2.5,2.5,4.5 BHK,0,,North Bengaluru,"North Bengaluru 
4BHK, 4.5 BHK and 2.5cr budget",RQB084,
2024-12-23,CPA634,0,Apartment,,,,0,Market Value,PURVA PARK,,RQB085,
2024-12-23,CPA225,3600,Penthouse,,,,0,Market Value,Vaswani’s reserve,,RQB086,
2025-01-02,CPA516,0,Indipendent Building,1.5,1.5,,0,,"North Bengaluru, Thanisandra",independent house North Bangalore Thanisandra main road Budget 1.5 cr,RQB087,
2025-01-02,CPA664,0,Apartment,3.5,4,4 BHK,0,,Assetz Marq,want a 4bhk in Assetz marq 2.0 tower J or L,RQB088,
2025-01-02,CPA025,0,Apartment,,,3.5 BHK,0,Market Value,Prestige Waterford,"3.5bhk tower 3 or 4 
Pool facing 
Above 3rd floor 
Any door facing ",RQB089,
2025-01-02,CPA025,0,Apartment,,,4.5 BHK,0,Market Value,Prestige Waterford,"4.5bhk tower 6 
Any unit 
Above 3rd floor 
Any door facing Full chq payment 
Customer will take loan on sale agreement value 75% 

 
",RQB090,
2025-01-02,CPA496,0,Indipendent Building,1.5,1.5,,0,,yeshwantpur ,30×40 plots are independent house in yeshwantpur budget 1.5,RQB091,
2025-01-03,CPA113,0,Apartment,4.,6,4-5 BHK,0,,SNN Clermont,"Lower floors 
Budget-4-6 cr
Project 
SNN Clermont 
Godrej platinum 
Sobha HRC Prestine",RQB092,
2025-01-03,CPA113,0,Apartment,4.,6,4-5 BHK,0,,Godrej platinum,"Lower floors 
Budget-4-6 cr
Project 
SNN Clermont 
Godrej platinum 
Sobha HRC Prestine",RQB093,
2025-01-03,CPA113,0,Apartment,4.,6,4-5 BHK,0,,Sobha HRC Prestine,"Lower floors 
Budget-4-6 cr
Project 
SNN Clermont 
Godrej platinum 
Sobha HRC Prestine",RQB094,
2025-01-14,CPA630,0,Apartment,1.8,1.8,3 BHK,0,,"frazer town,cooke town,jay mahal or benson town area",,RQB095,
2025-01-14,CPA768,0,Apartment,,,3 BHK,0,Market Value,Sobha City Paradise tower 2,3bhk large,RQB096,
2025-01-15,CPA080,0,Apartment,,,2 BHK,0,Market Value,Nikoo Homes 2,2 BHK in Nikoo Homes - Ready to move | North or East Facing,RQB100,
2025-01-15,CPA080,3000,Indipendent Building,7,7,,0,,Independent Bungalow,Independent Bungalow on Hennur Road or KR Puram - No Gated Community,RQB101,
2025-01-15,CPA239,0,Apartment,,,3 BHK,0,Market Value,Prestige Song of South,,RQB102,
2025-01-15,CPA008,0,Apartment,10,10,4 BHK,0,,Cooketown ,,RQB105,
2025-01-15,CPA008,0,Apartment,,,3 BHK,0,Market Value,Sobha Palladian,,RQB106,
2025-01-15,CPA017,0,Apartment,,,3 BHK,0,Market Value,Sobha Palm Court,,RQB107,
2025-01-15,CPA017,0,Apartment,,,2 BHK,0,Market Value,Adarsh Crest,,RQB108,
2025-01-15,CPA017,4000,Plot,,,,0,Market Value,Adarsh Savana,,RQB109,
2025-01-15,CPA263,1500,Apartment,1.7,1.7,3 BHK,0,,Near Marathahalli or Whitefield,"Property Type: 3 BHK Apartment
Preferred Area: Near Marathahalli or Whitefield
Status: Ready to Move In
Budget: ₹1.7 Cr
Minimum SBUA: 1500+ sqft",RQB110,
2025-01-15,CPA017,0,Apartment,,,3 BHK,0,Market Value,Sumadhura Folium,,RQB111,
2025-01-16,CPA722,1700,Apartment,,,3 BHK,0,Market Value,Godrej Aqua,East/ North Facing,RQB112,
2025-01-16,CPA722,1700,Apartment,,,3 BHK,0,Market Value,Godrej Aqua,East/ North Facing,RQB113,
2025-01-16,CPA185,0,Apartment,2,2,3 BHK,0,,Brigade Laguna,,RQB114,
2025-01-16,CPA329,4000,Apartment,9,9,Duplex Unit,0,,TE Windmills Of Your Mind / Pursuit of a Radical Rhapsody,,RQB115,
2025-01-16,CPA016,4000,Plot,,,,0,Market Value,Century Artizan ,,RQB116,
2025-01-16,CPA016,4000,Plot,,,,0,Market Value,Jade garden,,RQB117,
2025-01-16,CPA698,0,Apartment,1,1,3BHK,0,,Godrej Anand,east facing,RQB118,
2025-01-16,CPA551,0,Apartment,,,3-3.5,0,Market Value,Prestige Shantinikethan,,RQB119,
2025-01-16,CPA551,0,Apartment,,,3-3.5,0,Market Value,Brigade Lakefront,,RQB120,
2025-01-16,CPA551,0,Apartment,,,3-3.5,0,Market Value,Prestige Waterford,,RQB121,
2025-01-17,CPA459,0,Apartment,1.2,1.2,,0,,"HSR, Kormangala",,RQB124,
2025-01-18,CPA584,0,Apartment,,,4 BHK,0,Market Value,Pramuk M M MERIDIAN,JAYANAGAR 7th Block ,RQB125,
2025-01-18,CPA584,2000,Apartment,,,,0,Market Value,JAYANAGAR/ Jpnagar & Banashankari ,"North Or East 
Gated community Or Individual",RQB126,
2025-01-18,CPA584,0,Apartment,,,2 BHK and 3 BHK,0,Market Value,"Suguna ""PRISTINE SQUARE""","RRNAGAR Kempegowda Road 
Near Shakti Hills & Shenmukha Temple ",RQB127,
2025-01-18,CPA089,1500,Apartment,,,3 BHK,0,Market Value,bellandur to sarjapur road,near Decathlon. RTMI.,RQB128,
2025-01-19,CPA949,0,Villa,6.5,6.5,,0,,Hopefarm to Channasandra Rd,RTMI,RQB129,
2025-01-19,CPA949,25000,Villa,10,10,,0,,Electronic City,RTMI,RQB130,
2025-01-19,CPA595,0,Apartment,,,3 BHK,0,Market Value,"House of Hiranandani, Bannerghatta ",3 or 4 BHK,RQB131,
2025-01-21,CPA759,0,Apartment,1.40,1.50,2 BHK,0,,purva fountain square,,RQB132,
2025-01-22,CPA759,0,Apartment,1.40,1.50,2 BHK,0,,SOBHA SILICON OASIS,,RQB133,
2025-01-21,CPA415,0,Villa,4.5,4.5,3 BHK,0,,Prestige Mayberry,,RQB134,
2025-01-22,CPA759,1200,Plot,,,,0,Market Value,prestige park drive ,immediate,RQB135,
2025-01-22,CPA765,0,Commercial Property,15,20,,0,,"kormangala, JP Nagar",,RQB136,
2025-01-22,CPA765,3000,Apartment,7.1,8,3 BHK,0,,Richmond Town,,RQB137,
2025-01-22,CPA017,0,Apartment,,,3 BHK,0,Market Value,Adarsh crest  ,,RQB138,
2025-01-22,CPA017,0,Apartment,,,3 BHK,0,Market Value,Sobha Palm Court,,RQB139,
2025-01-22,CPA035,0,Apartment,,,3 BHK,0,Market Value,Prestige Jindal City,,RQB140,
2025-01-22,CPA584,0,Apartment,,,3BHK,0,Market Value,Prestige Westwood,need 3 TOILETS,RQB142,
2025-01-23,CPA698,0,Apartment,,,3BHK,0,Market Value,prestige green gables,3 toilets above 10th floor,RQB143,
2025-01-23,CPA698,0,Apartment,,,3BHK,0,Market Value,sattva luxuria,above 5 th floor,RQB144,
2025-01-23,CPA513,2400,Plot,,,,0,Market Value,Adarsh Savana,,RQB145,
2025-01-27,CPA003,0,Villa,,,4 BHK,0,Market Value,Chaitanya Smaran ,,RQB146,
2025-01-27,CPA003,0,Villa,,,4 BHK,0,Market Value, Adarsh Palm Retreat,,RQB147,
2025-01-28,CPA197,0,Apartment,,,,0,Market Value,Sobha ultima,,RQB148,
2025-01-28,CPA197,0,Apartment,,,,0,Market Value,Sobha zircon,,RQB149,
2025-01-28,CPA197,0,Apartment,,,,0,Market Value,Sobha malachite,,RQB150,
2025-01-28,CPA197,0,Apartment,,,,0,Market Value,Sobha amber,,RQB151,
2025-01-28,CPA197,0,Apartment,,,,0,Market Value,Escencia,,RQB152,
2025-01-28,CPA197,0,Apartment,,,,0,Market Value,Garden enclave,,RQB153,
2025-01-28,CPA197,0,Apartment,,,,0,Market Value,Crown aura,,RQB154,
2025-01-28,CPA197,0,Apartment,,,,0,Market Value,Legacy dimora,,RQB155,
2025-01-28,CPA197,0,Apartment,,,,0,Market Value,Renaissance extotica,,RQB156,
2025-01-28,CPA807,0,Apartment,4,4,,0,,"sarjapur,bellandur,harlur",,RQB157,
2025-01-29,CPA603,0,Apartment,1.6,1.6,,0,,DNR Arista,,RQB158,
2025-01-30,CPA922,0,Apartment,,,2 BHK,0,Market Value,Prestige Jindal City,,RQB159,
2025-01-31,CPA727,0,Apartment,,,4 BHK,0,Market Value,Sobha ROyal Pavillion,,RQB160,
2025-01-31,CPA695,0,Apartment,,,3 BHK,0,Market Value,Prestige Park Groove,,RQB161,
2025-01-31,CPA695,0,Apartment,,,3 BHK,0,Market Value,prestige leela residency,,RQB162,
2025-01-31,CPA695,0,Apartment,,,4 BHK,0,Market Value,Prestige Waterford ,1 and 4 BHK needed,RQB163,
2025-02-01,CPA826,0,Apartment,3,3,,0,,house of hiranandani,need around 3 cr in devanhalli,RQB164,
2025-02-01,CPA826,4000,Plot,,,,0,Market Value,Embassy spring,,RQB165,
2025-02-01,CPA697,0,Apartment,4,4,4 BHK,0,,shobha indraprastha,North/East facing door and East/west facing balcony,RQB166,
2025-02-03,CPA695,0,Apartment,0.7,0.7,1 BHK,0,,"Whitefield,Bellandur, Martahalli, Sarjapura Road", Higher Floor,RQB167,
2025-02-03,CPA870,0,Apartment,2,2,3 BHK,0,,"Brigade metropolis, Brigade lakefront, Durga petals",2-3 BHK higher floor,RQB168,
2025-02-03,CPA049,0,Apartment,,,3 BHK,0,Market Value,The Five Summits address,whitefield,RQB169,
2025-02-04,CPA581,40000,Commercial Property,,,,0,Market Value,Within 20-25km of MG Road,Bommasandra,RQB170,
2025-02-04,CPA256,1500,Plot,,,,0,Market Value,Manyata Morefields,Sarjapura Road,RQB171,
2025-02-04,CPA403,0,Plot,,,,0,Market Value,"New Airport Road, Yelahanka",,RQB172,
2025-02-04,CPA274,6000,Plot,2,3,,0,,"Kaggadasapura, Bidralli, Kr puram","Kaggadasapura, Bidralli, Kr puram",RQB173,
2025-02-06,CPA017,0,Apartment,,,4 BHK,0,Market Value,Assetz Bloom & Dell,,RQB174,
2025-02-06,CPA017,0,Apartment,,,3 BHK,0,Market Value,Sumadhura Folium,,RQB175,
2025-02-06,CPA017,0,Apartment,,,3 BHK,0,Market Value,Sobha Palm Court,,RQB176,
2025-02-06,CPA017,0,Plot,,,,0,Market Value,TATA Swaram,,RQB177,
2025-02-07,CPA140,0,Apartment,,,4 BHK,0,Market Value,Sobha Royal Pavillion,South-East facing door,RQB178,
2025-02-07,CPA085,0,Villa,,,,0,Market Value,Adarsh Palm Retreat,,RQB179,
2025-02-07,CPA449,0,Apartment,,,3 BHK,0,Market Value,Hiranandani Glen Classic,,RQB180,
2025-02-08,CPA866,0,Plot,,,,0,Market Value,semi commercial plot ,"jaynagar Preferred in 4th, 5th or 4T block 
Budget - 30,000 per sqft",RQB181,
2025-02-08,CPA767,0,Apartment,,,3 Bhk,0,Market Value,Regency La  Majada,2 or 3 Bhk in hennur,RQB182,
2025-02-10,CPA807,0,Apartment,,,3 BHK,0,Market Value,Snn raj eternia,2 or 3 BHK IN NEW TOWERS ,RQB183,
2025-02-10,CPA690,1200,Plot,,,,0,Market Value,Prestige City Plot,1200 - 1500 Sqft plot in Prestige city,RQB184,
2025-02-10,CPA695,1841,Apartment,1.2,1.2,3 BHK,0,,Purva Highland,east facing 5-10 floor,RQB185,
2025-02-11,CPA899,15000,Commercial Property,,,,0,Market Value,Commercial building,10-15000sqft,RQB186,
2025-02-12,CPA607,0,Apartment,,,2 BHK,0,Market Value,Republic of whitefield,,RQB187,
2025-02-12,CPA607,0,Apartment,,,3 BHK,0,Market Value,Republic of whitefield,,RQB188,
2025-02-12,CPA607,0,Apartment,,,2 BHK,0,Market Value,Golden Blossom,,RQB189,
2025-02-12,CPA695,0,Apartment,1.5,1.5,2 BHK,0,,Raheja Residency,east facing,RQB190,
2025-02-12,CPA695,0,Apartment,1.5,1.5,2 BHK,0,,Prestige Pinewoods,east facing,RQB191,
2025-02-12,CPA720,0,Apartment,,,1 BHK,0,Market Value,Prestige Waterford,,RQB192,
2025-02-12,CPA690,0,Apartment,,,2 BHK,0,Market Value,Sattva Laurel Heights,,RQB193,
2025-02-12,CPA720,0,Villa,,,,0,Market Value,Adarsh Pam Retreat,,RQB194,
2025-02-13,CPA610,0,Plot,,,,0,Market Value,Century Sessions,,RQB195,
2025-02-13,CPA585,0,Apartment,2.5,2.5,3 BHK,0,,Capstone Flowing tree,"I need a 3bhk in Capstone Flowing tree Yelahanka new town, should have beautiful lake view, Budget. 2.50Cr. 

anything above 7th floor.",RQB196,
2025-02-15,CPA056,0,Apartment,3.5,3.5,3.5 BHK,0,,Prestige Waterford,,RQB197,
2025-02-15,CPA056,0,Apartment,,,3 BHK,0,Market Value,Prestige Waterford,,RQB198,
2025-02-15,CPA481,0,Apartment,,,,0,Market Value,Prestige St john's woods,"Tower - Aspen block, Hazel Block, Olive Block

2200+ Sqft
",RQB199,
2025-02-15,CPA702,2000,Plot,,,,0,Market Value,Adarsh Savana,"Adarsh savana 
1500-2000 sqft Resale plots required.
2400 sqft Resale unit required",RQB200,
